train_loss,val_loss,train_mae,val_mae
0.9911727905273438,0.8153198957443237,1.2761292457580566,1.2120091915130615
0.8912721276283264,0.7394164800643921,1.1771957874298096,1.1181930303573608
0.800491452217102,0.6634231805801392,1.0757393836975098,1.0225385427474976
0.7064224481582642,0.5826547741889954,0.9708766341209412,0.9243289232254028
0.6017930507659912,0.5036494135856628,0.8726661205291748,0.8486998081207275
0.5040568709373474,0.4425621032714844,0.7982014417648315,0.8088155388832092
0.4682045578956604,0.4220503568649292,0.7628709077835083,0.8109496235847473
0.4803752899169922,0.4377102255821228,0.7683608531951904,0.842460036277771
0.5287600755691528,0.4432806968688965,0.7710246443748474,0.850482702255249
0.5219995975494385,0.4310137927532196,0.7613138556480408,0.8353829979896545
0.5158035159111023,0.41419240832328796,0.7498914003372192,0.8101141452789307
0.5074467658996582,0.40572744607925415,0.7480522394180298,0.7897017002105713
0.46985316276550293,0.4093116819858551,0.7569836974143982,0.7828459739685059
0.438847154378891,0.42135903239250183,0.7738196849822998,0.7821168899536133
0.43187227845191956,0.4353125989437103,0.7914448380470276,0.7876021265983582
0.4476113021373749,0.44536733627319336,0.8031646609306335,0.7932942509651184
0.46251359581947327,0.4502197504043579,0.8088157176971436,0.7963879108428955
0.46503183245658875,0.44950833916664124,0.8078534007072449,0.7948976159095764
0.46896126866340637,0.4429256021976471,0.7998958826065063,0.7881760597229004
0.4678361415863037,0.43245717883110046,0.7871544361114502,0.7775525450706482
0.442454993724823,0.41779825091362,0.7691965103149414,0.7638460397720337
0.4549015164375305,0.4018118977546692,0.7491198182106018,0.7518059015274048
0.4083213210105896,0.3860055208206177,0.7297888398170471,0.7410635352134705
0.41283607482910156,0.3721563518047333,0.7115623950958252,0.7342508435249329
0.40853071212768555,0.36153650283813477,0.6972732543945312,0.728775680065155
0.39084112644195557,0.35361552238464355,0.6864371299743652,0.7250973582267761
0.4012469947338104,0.3478443920612335,0.6784719824790955,0.7201145887374878
0.43300861120224,0.34381186962127686,0.6735032200813293,0.7133408188819885
0.4031342566013336,0.34194692969322205,0.6710844039916992,0.7061683535575867
0.4037269949913025,0.3431248962879181,0.6720043420791626,0.6989675760269165
0.38596993684768677,0.3470810651779175,0.6758009195327759,0.6941848397254944
0.40296265482902527,0.35391169786453247,0.6833994388580322,0.6938194036483765
0.38405853509902954,0.3617044985294342,0.6928908228874207,0.6980758905410767
0.4024445414543152,0.3644484579563141,0.6961519718170166,0.6997044682502747
0.3799559473991394,0.3615627586841583,0.6925909519195557,0.6965100169181824
0.36735019087791443,0.3526408076286316,0.6812153458595276,0.6871116757392883
0.36181890964508057,0.3397952616214752,0.6644151210784912,0.6740401983261108
0.37264513969421387,0.32558348774909973,0.6457892060279846,0.6602612733840942
0.3621094822883606,0.31134796142578125,0.6283232569694519,0.6463850140571594
0.329647421836853,0.2980843484401703,0.61225825548172,0.6332183480262756
0.34796738624572754,0.2873902916908264,0.5998277068138123,0.6222516298294067
0.36381468176841736,0.2811383605003357,0.5935183167457581,0.6152074337005615
0.32381919026374817,0.2792920172214508,0.593307375907898,0.6121904850006104
0.32297205924987793,0.28338396549224854,0.6020818948745728,0.6141679286956787
0.33911868929862976,0.2863689363002777,0.609680712223053,0.6156580448150635
0.3283287286758423,0.29171162843704224,0.6200663447380066,0.6206949353218079
0.34205955266952515,0.2929639518260956,0.6235653758049011,0.6225258111953735
0.34821394085884094,0.29216068983078003,0.62489914894104,0.6221693754196167
0.30271396040916443,0.28169333934783936,0.6130943894386292,0.611149787902832
0.3200280964374542,0.2678161859512329,0.5963164567947388,0.5957464575767517
0.29310378432273865,0.2590833306312561,0.5859996676445007,0.5857618451118469
0.29926350712776184,0.2519216239452362,0.5780285596847534,0.5771424770355225
0.3263191878795624,0.24797587096691132,0.5745449066162109,0.5717817544937134
0.3077269494533539,0.25228169560432434,0.5827221870422363,0.5769900679588318
0.3142954111099243,0.26516687870025635,0.6024561524391174,0.593024730682373
0.2994323670864105,0.27409300208091736,0.6164689660072327,0.6037173271179199
0.2987469732761383,0.27286696434020996,0.6158254146575928,0.6029520630836487
0.31260859966278076,0.27282997965812683,0.6167179942131042,0.6035615801811218
0.2938564419746399,0.26871973276138306,0.6119709014892578,0.5996879935264587
0.30639252066612244,0.2580304741859436,0.5980826616287231,0.5877344608306885
0.30536675453186035,0.24999992549419403,0.5871320962905884,0.5784668326377869
0.3155205547809601,0.2435401976108551,0.5776022672653198,0.5721679925918579
0.3122989535331726,0.2478809505701065,0.5823572278022766,0.5770703554153442
0.3217772841453552,0.2569023370742798,0.5934087038040161,0.5877866148948669
0.2853753864765167,0.271675169467926,0.6129485964775085,0.6051550507545471
0.26391729712486267,0.27700895071029663,0.6200053691864014,0.6115119457244873
