bridge_id,degree,num_neighbors,component_increase,disconnected_nodes,k_hop_nodes,indirect_damage_score
BR_0587,1020,1020,0,0,1040,8.53753287114511
BR_0263,1000,1000,0,0,1036,8.427723324567694
BR_0342,539,539,72,72,547,8.344545789073553
BR_0176,976,976,1,1,997,8.228217282814793
BR_0524,973,973,0,0,991,8.139054904773289
BR_0222,482,482,72,72,508,7.933716240902385
BR_0536,937,937,0,0,963,7.867638855685712
BR_0700,129,129,127,127,133,7.860955663354839
BR_0188,744,744,28,28,775,7.777365773942095
BR_0607,911,911,0,0,943,7.672404175631524
BR_0373,913,913,0,0,937,7.660690094828273
BR_0136,125,125,123,123,130,7.617024296060923
BR_0598,742,742,25,25,777,7.614269427928189
BR_0479,893,893,0,0,925,7.522511753924615
BR_0340,896,896,0,0,913,7.494302334847399
BR_0436,852,852,2,2,882,7.281081947891121
BR_0341,767,767,16,16,784,7.276745470769411
BR_0455,743,743,16,16,784,7.161995291472255
BR_0535,846,846,0,0,869,7.099211092517331
BR_0463,715,715,18,18,729,6.940168641068691
BR_0023,791,791,6,6,805,6.930543636326162
BR_0652,776,776,8,8,792,6.9198095032546565
BR_0649,780,780,6,6,796,6.8460349105312766
