train_loss,val_loss,train_mae,val_mae
8.164226531982422,5.252463340759277,5.903956890106201,5.683136463165283
7.836389541625977,5.148713111877441,5.789295196533203,5.569270133972168
7.674042224884033,5.035614967346191,5.663576602935791,5.446324825286865
7.509358882904053,4.884271621704102,5.500566005706787,5.284998416900635
7.283429145812988,4.701258659362793,5.304195880889893,5.110762119293213
7.019567966461182,4.517875671386719,5.106201171875,4.9459228515625
6.705696105957031,4.365984916687012,4.930971145629883,4.818932056427002
6.420051097869873,4.3108649253845215,4.816922664642334,4.763617515563965
6.168753147125244,4.385676383972168,4.8778977394104,4.867578983306885
6.13482141494751,4.470540523529053,4.997152328491211,4.960840702056885
6.423410415649414,4.376760482788086,4.952889919281006,4.8667120933532715
6.1190338134765625,4.172638416290283,4.79146146774292,4.662123680114746
5.858613967895508,3.927983522415161,4.580179691314697,4.406717300415039
5.619237422943115,3.6896519660949707,4.370616912841797,4.155508041381836
5.4311442375183105,3.474205255508423,4.180522918701172,3.9469664096832275
5.12271785736084,3.2644357681274414,4.011244773864746,3.733327627182007
4.8926215171813965,3.031057834625244,3.833127498626709,3.4918296337127686
4.559704303741455,2.744450092315674,3.6355109214782715,3.1983911991119385
4.387906074523926,2.423903703689575,3.4184086322784424,2.8640787601470947
4.149501800537109,2.2006733417510986,3.19724440574646,2.6328184604644775
3.88238263130188,2.0613389015197754,3.004020929336548,2.485323667526245
3.82082200050354,1.9809678792953491,2.86165189743042,2.4009876251220703
3.530414581298828,1.9164173603057861,2.7437498569488525,2.33305287361145
3.581639528274536,1.8744701147079468,2.6607937812805176,2.2810962200164795
3.294710159301758,1.8560051918029785,2.5933902263641357,2.2556710243225098
3.1443748474121094,1.8336687088012695,2.526724338531494,2.231182098388672
3.3029189109802246,1.8076906204223633,2.4712588787078857,2.2054758071899414
3.0808510780334473,1.7351270914077759,2.3644425868988037,2.1332836151123047
3.053521156311035,1.6680961847305298,2.2655508518218994,2.06190824508667
3.0284535884857178,1.6238549947738647,2.2053792476654053,2.019406318664551
3.0761168003082275,1.5898445844650269,2.1667258739471436,1.983998417854309
2.8391599655151367,1.5582637786865234,2.1465184688568115,1.9566864967346191
2.8408870697021484,1.5294830799102783,2.1205027103424072,1.924742579460144
2.8307981491088867,1.5208429098129272,2.1231443881988525,1.9164773225784302
2.6678836345672607,1.5128765106201172,2.1273183822631836,1.9103946685791016
2.7917048931121826,1.4799641370773315,2.103339910507202,1.884067416191101
2.8682315349578857,1.4393573999404907,2.071039915084839,1.8547455072402954
2.7161388397216797,1.4084986448287964,2.041731357574463,1.821945309638977
2.827784776687622,1.3681855201721191,1.9916789531707764,1.7733278274536133
2.6123621463775635,1.340075969696045,1.950242519378662,1.7318403720855713
2.677198648452759,1.3181016445159912,1.9203388690948486,1.700777530670166
2.653493881225586,1.2826462984085083,1.8753302097320557,1.659660816192627
2.5688817501068115,1.2417556047439575,1.8345502614974976,1.6152355670928955
2.6369757652282715,1.2226440906524658,1.8116501569747925,1.5940877199172974
2.5574791431427,1.2343113422393799,1.8237515687942505,1.5975689888000488
2.4086904525756836,1.2223927974700928,1.816696286201477,1.5806306600570679
2.4957213401794434,1.1806896924972534,1.7734005451202393,1.5426958799362183
2.439685106277466,1.1330503225326538,1.7316066026687622,1.4989352226257324
2.3033008575439453,1.1156758069992065,1.713510274887085,1.48125159740448
2.571115732192993,1.1027586460113525,1.6951323747634888,1.4690070152282715
2.5428521633148193,1.1223387718200684,1.7180432081222534,1.485125184059143
2.3797640800476074,1.1469582319259644,1.7399749755859375,1.514874815940857
2.4366157054901123,1.1243500709533691,1.719597339630127,1.4932191371917725
2.279163360595703,1.0771899223327637,1.6754614114761353,1.4424413442611694
2.2823357582092285,1.024743914604187,1.6211494207382202,1.3889753818511963
2.463690996170044,1.0030947923660278,1.590146541595459,1.3688905239105225
2.3545982837677,0.9978677034378052,1.5685436725616455,1.3568696975708008
2.2255148887634277,0.978961706161499,1.5452253818511963,1.3399537801742554
2.253180980682373,0.9866413474082947,1.5581542253494263,1.3411898612976074
2.303943157196045,0.978135883808136,1.535889983177185,1.3294204473495483
2.218449592590332,1.0231165885925293,1.5212674140930176,1.3778961896896362
2.18043851852417,1.0557968616485596,1.5305932760238647,1.4135844707489014
2.1759843826293945,1.0225646495819092,1.5055336952209473,1.3708994388580322
2.3985464572906494,1.001139521598816,1.5620391368865967,1.343911051750183
2.184420108795166,1.1099600791931152,1.7319231033325195,1.4469693899154663
2.408322811126709,1.0261549949645996,1.603156566619873,1.3695387840270996
2.1595849990844727,0.9364012479782104,1.435360074043274,1.308111548423767
